sampn,hcnty,hhtaz,hhzip,lang,hhnum,hhveh,hmrac,hhinc,hhtel,hstruc,wtrip,strip,ttrips,ttrans,truse,otran,auto,subwy,mbus,EXP1_FINAL_SAT,EXP1_FINAL_SUN,EXP1_FINAL_WKD,EXP1_FINAL_WKNDAY,EXP1_FINAL_WKNTOT,EXP_HH1B_AVGDAY
6005542,"Bronx                                             ",835,"10457",2,3,1,3,2,3,4,1,,3,2,1,,,1,,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6005543,"Bronx                                             ",835,"10457",1,1,0,3,1,3,6,,,0,0,,,,,,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005546,"Bronx                                             ",835,"10457",2,2,0,3,1,3,2,1,,3,3,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005549,"Bronx                                             ",835,"10457",2,3,1,3,2,3,3,1,,6,2,1,,,,1,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6005552,"Bronx                                             ",835,"10457",1,5,0,2,1,1,1,1,,3,3,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005576,"Bronx                                             ",856,"10457",1,4,0,2,1,3,5,,,2,4,1,,,1,1,,1.8100999999999999e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005593,"Bronx                                             ",852,"10457",1,2,1,2,1,3,6,,,0,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6005595,"Bronx                                             ",852,"10457",1,1,0,3,1,3,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005613,"Bronx                                             ",841,"10457",1,2,0,3,2,1,4,1,1,7,7,1,,,1,1,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6005629,"Bronx                                             ",841,"10457",2,2,0,3,1,1,6,,,2,2,1,,,,1,,1.6720000000000000e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005631,"Bronx                                             ",839,"10457",1,3,2,3,6,3,4,,,4,0,,,,,,,,2.1790000000000001e+02,,,1.5922264285714283e+02
6005640,"Bronx                                             ",840,"10457",1,1,0,2,2,3,6,,,0,0,,,,,,,,2.2540000000000001e+02,,,1.6470299999999997e+02
6005662,"Bronx                                             ",846,"10457",1,4,0,3,2,3,5,,,5,2,1,,,1,,,,2.1290000000000001e+02,,,1.5556907142857142e+02
6005666,"Bronx                                             ",846,"10457",1,5,0,3,1,2,4,,,2,2,1,,,,1,,1.8050000000000000e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005668,"Bronx                                             ",846,"10457",1,1,0,3,1,4,6,,,3,3,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005691,"Bronx                                             ",825,"10457",1,1,0,3,1,2,6,,,4,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005708,"Bronx                                             ",841,"10457",1,2,1,3,1,3,6,,,0,0,,,,,,,1.6720000000000000e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005711,"Bronx                                             ",839,"10457",1,2,0,3,2,3,5,,,6,6,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005731,"Bronx                                             ",796,"10457",1,3,0,3,2,3,2,,,2,2,1,,,,1,,,2.6400000000000000e+02,,,1.9290857142857143e+02
6005736,"Bronx                                             ",796,"10457",1,5,0,2,2,1,4,1,,2,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005747,"Bronx                                             ",839,"10457",1,1,1,2,2,1,6,,,2,2,1,,,,1,1.4344000000000001e+03,,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6005748,"Bronx                                             ",839,"10457",1,2,0,2,1,1,4,,,4,0,,,,,,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6005760,"Bronx                                             ",824,"10457",1,2,0,3,2,3,6,,,3,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005761,"Bronx                                             ",824,"10457",1,3,0,5,3,1,3,,,1,1,1,,,1,,,,3.1619999999999999e+02,,,2.3105185714285713e+02
6005768,"Bronx                                             ",824,"10457",1,5,0,3,1,2,1,1,,2,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005773,"Bronx                                             ",824,"10457",1,1,0,2,1,2,6,,,2,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005774,"Bronx                                             ",824,"10457",1,2,0,5,2,1,4,,,2,0,,,,,,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6005798,"Bronx                                             ",877,"10458",1,1,0,3,3,1,4,1,,2,4,1,,,1,1,,,2.4330000000000001e+02,,,1.7778278571428569e+02
6005818,"Bronx                                             ",879,"10458",1,2,0,1,2,3,4,1,,2,2,1,,,,1,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6005831,"Bronx                                             ",877,"10458",1,2,0,1,1,1,6,,,2,0,,,,,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6005835,"Bronx                                             ",877,"10458",2,4,1,2,2,3,3,,,0,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005839,"Bronx                                             ",878,"10458",1,4,1,3,2,1,1,,,8,0,,,,,,1.6503000000000000e+03,,,8.7960000000000002e+02,1.7592400000000000e+03,2.5709451428571424e+02
6005845,"Bronx                                             ",878,"10458",1,4,0,2,1,3,1,1,,5,5,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005846,"Bronx                                             ",878,"10458",1,1,0,3,2,1,4,,,0,0,,,,,,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6005850,"Bronx                                             ",878,"10458",2,3,2,3,1,3,6,,,2,0,,,,,,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6005860,"Bronx                                             ",879,"10458",2,6,3,3,2,3,4,1,,2,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005869,"Bronx                                             ",875,"10458",1,3,0,3,1,3,6,,,0,0,,,,,,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6005893,"Bronx                                             ",875,"10458",1,1,0,3,2,2,4,,,4,2,1,,,1,,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6005896,"Bronx                                             ",875,"10458",1,1,0,3,1,1,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005900,"Bronx                                             ",872,"10458",1,3,1,4,3,3,1,1,,4,2,1,,,1,,,,2.1780000000000001e+02,,,1.5914957142857142e+02
6005909,"Bronx                                             ",872,"10458",1,3,0,2,3,2,3,,,2,2,1,,,1,,,1.5050000000000000e+03,,8.2550000000000000e+02,1.6510300000000000e+03,2.4128185714285712e+02
6005937,"Bronx                                             ",872,"10458",1,3,0,5,1,3,2,1,,4,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6005947,"Bronx                                             ",872,"10458",1,10,0,2,3,3,2,1,,6,6,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6005956,"Bronx                                             ",872,"10458",1,3,1,2,5,3,1,,,5,0,,,,,,,1.6262000000000000e+03,,8.1770000000000005e+02,1.6353399999999999e+03,2.3900202857142855e+02
6005960,"Bronx                                             ",872,"10458",2,2,0,3,1,3,4,1,,2,4,1,,,1,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6005961,"Bronx                                             ",872,"10458",1,4,0,3,2,3,1,1,,3,3,1,,,1,1,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6005971,"Bronx                                             ",862,"10458",1,1,0,3,2,3,6,,1,2,2,1,,,,1,,,2.2540000000000001e+02,,,1.6470299999999997e+02
6005986,"Bronx                                             ",871,"10458",1,1,0,2,1,3,4,,,2,2,1,,,,1,,1.8100999999999999e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6005992,"Bronx                                             ",871,"10458",1,3,0,3,3,3,2,1,,2,2,1,,,1,,,,2.1780000000000001e+02,,,1.5914957142857142e+02
6005993,"Bronx                                             ",871,"10458",1,1,0,2,1,3,6,,,2,2,1,,,,1,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6006001,"Bronx                                             ",871,"10458",1,2,0,3,1,3,6,,1,4,4,1,,,,1,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6006005,"Bronx                                             ",871,"10458",1,3,0,2,2,3,1,1,,4,5,1,,,1,1,,,2.6400000000000000e+02,,,1.9290857142857143e+02
6006008,"Bronx                                             ",872,"10458",1,2,0,3,1,3,4,1,,4,2,1,,,1,,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6006018,"Bronx                                             ",845,"10458",1,3,0,3,1,3,2,1,,7,5,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006025,"Bronx                                             ",845,"10458",1,6,1,4,2,3,1,1,,2,2,1,,,1,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6006055,"Bronx                                             ",860,"10458",1,3,0,1,1,2,2,1,1,14,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006057,"Bronx                                             ",861,"10458",1,3,0,3,1,1,1,1,,7,6,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006066,"Bronx                                             ",860,"10458",1,5,0,3,1,3,3,,1,4,6,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006075,"Bronx                                             ",860,"10458",2,6,0,3,1,3,1,1,,10,6,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006114,"Bronx                                             ",845,"10458",1,4,0,3,2,3,1,,,4,0,,,,,,,,2.8660000000000002e+02,,,2.0942271428571428e+02
6006129,"Bronx                                             ",844,"10458",1,1,0,2,3,3,6,,,2,0,,,,,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6006131,"Bronx                                             ",845,"10458",1,1,0,2,2,1,4,1,,2,4,1,,,1,1,,,2.8239999999999998e+02,,,2.0635371428571429e+02
6006137,"Bronx                                             ",844,"10458",1,3,0,2,1,1,2,,,0,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006140,"Bronx                                             ",844,"10458",1,4,0,2,2,3,3,,,2,4,1,,,1,1,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6006150,"Bronx                                             ",857,"10458",1,3,0,2,3,3,1,1,,2,2,1,,,,1,,,2.1780000000000001e+02,,,1.5914957142857142e+02
6006154,"Bronx                                             ",857,"10458",1,4,1,3,1,3,1,1,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006183,"Bronx                                             ",859,"10458",2,3,0,3,2,1,2,1,,2,2,1,,,,1,,,2.6400000000000000e+02,,,1.9290857142857143e+02
6006186,"Bronx                                             ",859,"10458",1,2,1,4,2,2,2,,1,2,0,,,,,,,,2.2930000000000001e+02,,,1.6755278571428570e+02
6006187,"Bronx                                             ",859,"10458",1,3,0,2,3,1,3,,,2,0,,,,,,,,3.1619999999999999e+02,,,2.3105185714285713e+02
6006191,"Bronx                                             ",859,"10458",1,4,0,3,1,1,3,1,,2,2,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006196,"Bronx                                             ",859,"10458",1,6,1,3,1,2,3,1,,5,4,1,,,1,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006211,"Bronx                                             ",799,"10459",1,1,0,2,1,3,4,1,,2,4,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006212,"Bronx                                             ",798,"10459",1,1,0,3,1,1,6,,,2,2,1,,,,1,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6006215,"Bronx                                             ",799,"10459",1,2,0,3,2,3,3,,,0,0,,,,,,,,2.7219999999999999e+02,,,1.9890042857142853e+02
6006223,"Bronx                                             ",799,"10459",1,3,1,2,2,3,3,,,0,0,,,,,,,,2.3430000000000001e+02,,,1.7120635714285714e+02
6006233,"Bronx                                             ",803,"10459",2,1,0,3,1,3,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006234,"Bronx                                             ",803,"10459",2,1,0,3,1,1,6,,,4,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006252,"Bronx                                             ",801,"10459",1,1,0,3,1,1,6,1,,2,2,1,,,1,,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006261,"Bronx                                             ",801,"10459",1,4,0,3,2,3,6,,,5,3,1,,,,1,,,2.1290000000000001e+02,,,1.5556907142857142e+02
6006263,"Bronx                                             ",801,"10459",2,4,0,3,1,1,4,1,,4,4,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006279,"Bronx                                             ",798,"10459",1,2,1,2,1,1,4,1,,2,2,1,,,,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6006283,"Bronx                                             ",790,"10459",1,3,0,3,1,2,6,,,0,0,,,,,,2.3285000000000000e+03,,,9.2139999999999998e+02,1.8427200000000000e+03,2.6931205714285716e+02
6006286,"Bronx                                             ",783,"10459",1,1,0,2,1,2,6,,,7,3,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006303,"Bronx                                             ",782,"10459",1,2,0,3,2,1,6,,,0,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006319,"Bronx                                             ",783,"10459",1,2,0,3,1,3,2,,,2,2,1,,,1,,2.2890000000000000e+03,,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6006322,"Bronx                                             ",785,"10459",1,2,0,4,1,1,6,,,2,1,1,,,1,,,,3.3569999999999999e+02,,,2.4530078571428569e+02
6006337,"Bronx                                             ",784,"10459",1,2,0,3,1,3,4,1,,5,5,1,,,1,1,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6006413,"Bronx                                             ",778,"10459",1,4,0,2,1,3,2,1,,6,4,1,,,1,1,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6006418,"Bronx                                             ",778,"10459",2,3,1,3,3,3,2,1,,2,2,1,,,1,,,,2.1780000000000001e+02,,,1.5914957142857142e+02
6006457,"Bronx                                             ",858,"10460",1,2,0,5,2,3,6,,,0,0,,,,,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6006486,"Bronx                                             ",851,"10460",1,2,1,2,1,3,4,1,,4,0,,,,,,,,2.6410000000000002e+02,,,1.9298164285714284e+02
6006487,"Bronx                                             ",851,"10460",1,1,0,2,1,1,6,,,2,2,1,,,,1,,1.8084000000000001e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6006489,"Bronx                                             ",851,"10460",1,1,0,1,3,1,6,,,3,0,,,,,,,1.1150000000000000e+03,,6.2700000000000000e+02,1.2539800000000000e+03,1.8326314285714284e+02
6006491,"Bronx                                             ",847,"10460",1,4,0,3,1,3,3,,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006525,"Bronx                                             ",850,"10460",1,2,0,2,2,3,2,1,,7,4,1,,,,1,,,2.2930000000000001e+02,,,1.6755278571428570e+02
6006545,"Bronx                                             ",850,"10460",1,1,0,2,1,1,4,,,2,2,1,,,1,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006548,"Bronx                                             ",850,"10460",1,3,0,3,1,3,5,,,0,0,,,,,,2.3285000000000000e+03,,,9.2139999999999998e+02,1.8427200000000000e+03,2.6931205714285716e+02
6006576,"Bronx                                             ",850,"10460",1,5,1,3,2,3,3,1,1,10,6,1,,,,1,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006588,"Bronx                                             ",911,"10460",1,2,1,2,2,3,2,,,4,2,1,,,,1,,1.1150000000000000e+03,2.2930000000000001e+02,6.2700000000000000e+02,1.2539800000000000e+03,1.6755278571428570e+02
6006591,"Bronx                                             ",911,"10460",2,3,0,3,1,3,6,,,0,0,,,,,,,,3.4280000000000001e+02,,,2.5048885714285711e+02
6006621,"Bronx                                             ",910,"10460",1,1,0,1,1,3,6,,,2,2,1,,,,1,,,3.4410000000000002e+02,,,2.5143878571428567e+02
6006623,"Bronx                                             ",910,"10460",1,1,0,1,2,1,6,,,5,0,,,,,,,,2.2540000000000001e+02,,,1.6470299999999997e+02
6006636,"Bronx                                             ",848,"10460",1,1,0,2,1,1,6,,,0,0,,,,,,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6006645,"Bronx                                             ",847,"10460",2,4,0,3,1,3,3,1,,2,2,1,,,1,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006662,"Bronx                                             ",846,"10460",1,5,0,2,1,3,5,1,,6,5,1,,,1,1,,1.8100999999999999e+03,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6006674,"Bronx                                             ",800,"10460",1,1,0,2,1,1,6,,,2,4,1,,,1,1,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
6006693,"Bronx                                             ",804,"10460",1,4,1,3,1,3,3,1,,9,0,,,,,,,,2.1200000000000000e+02,,,1.5491142857142856e+02
6006709,"Bronx                                             ",804,"10460",2,4,1,3,1,3,4,,,2,0,,,,,,2.3285000000000000e+03,,,1.0178000000000000e+03,2.0356800000000001e+03,2.9748840000000001e+02
